# Time		Signal_1	Signal_2	Signal_3	Signal_4
3.702 -19.2548 -9.9337 34.2901 2.2563
3.703 -19.5697 -9.94572 34.3537 1.97876
3.704 -19.8834 -9.95654 34.4144 1.7023
3.705 -20.196 -9.96616 34.4721 1.42693
3.706 -20.5073 -9.97458 34.5268 1.15269
3.707 -20.8174 -9.9818 34.5785 0.879583
3.708 -21.1262 -9.98782 34.6273 0.607624
3.709 -21.4338 -9.99263 34.6731 0.336833
3.71 -21.7401 -9.99624 34.7159 0.0672244
3.711 -22.045 -9.99865 34.7557 -0.201185
3.712 -22.3487 -9.99985 34.7925 -0.468378
3.713 -22.651 -9.99985 34.8263 -0.73434
3.714 -22.9519 -9.99865 34.8571 -0.999054
3.715 -23.2515 -9.99624 34.8849 -1.26251
3.716 -23.5496 -9.99263 34.9097 -1.52468
3.717 -23.8464 -9.98782 34.9315 -1.78555
3.718 -24.1417 -9.9818 34.9503 -2.04512
3.719 -24.4355 -9.97458 34.9661 -2.30336
3.72 -24.7279 -9.96616 34.9788 -2.56025
3.721 -25.0188 -9.95654 34.9886 -2.81579
3.722 -25.3082 -9.94572 34.9954 -3.06996
3.723 -25.596 -9.9337 34.9992 -3.32274
3.724 -25.8824 -9.92048 34.9999 -3.57411
3.725 -26.1671 -9.90606 34.9976 -3.82407
3.726 -26.4503 -9.89044 34.9924 -4.07259
3.727 -26.7319 -9.87362 34.9841 -4.31967
3.728 -27.0119 -9.85561 34.9728 -4.56528
3.729 -27.2903 -9.83641 34.9585 -4.80941
3.73 -27.567 -9.81601 34.9413 -5.05205
3.731 -27.8421 -9.79442 34.921 -5.29318
3.732 -28.1155 -9.77164 34.8977 -5.5328
3.733 -28.3872 -9.74766 34.8713 -5.77087
3.734 -28.6572 -9.7225 34.842 -6.00739
3.735 -28.9254 -9.69616 34.8097 -6.24235
3.736 -29.192 -9.66862 34.7744 -6.47573
3.737 -29.4567 -9.63991 34.7361 -6.70752
3.738 -29.7197 -9.61001 34.6948 -6.9377
3.739 -29.9809 -9.57893 34.6506 -7.16626
3.74 -30.2403 -9.54668 34.6033 -7.39318
3.741 -30.4979 -9.51325 34.5531 -7.61846
3.742 -30.7537 -9.47864 34.4998 -7.84207
3.743 -31.0076 -9.44286 34.4436 -8.06401
3.744 -31.2596 -9.40592 34.3844 -8.28426
3.745 -31.5098 -9.3678 34.3223 -8.50281
3.746 -31.758 -9.32852 34.2571 -8.71965
3.747 -32.0044 -9.28808 34.189 -8.93475
3.748 -32.2488 -9.24647 34.118 -9.14812
3.749 -32.4913 -9.20371 34.044 -9.35973
3.75 -32.7318 -9.15979 33.967 -9.56957
3.751 -32.9704 -9.11472 33.8871 -9.77763
3.752 -33.2069 -9.0685 33.8043 -9.98391
3.753 -33.4415 -9.02113 33.7185 -10.1884
3.754 -33.6741 -8.97262 33.6298 -10.391
3.755 -33.9046 -8.92296 33.5382 -10.5919
3.756 -34.1331 -8.87217 33.4436 -10.7908
3.757 -34.3595 -8.82024 33.3461 -10.988
3.758 -34.5839 -8.76718 33.2457 -11.1832
3.759 -34.8062 -8.71299 33.1425 -11.3766
3.76 -35.0264 -8.65768 33.0363 -11.5681
3.761 -35.2445 -8.60124 32.9272 -11.7577
3.762 -35.4605 -8.54368 32.8152 -11.9454
3.763 -35.6743 -8.48501 32.7004 -12.1312
3.764 -35.886 -8.42522 32.5827 -12.315
3.765 -36.0955 -8.36432 32.4621 -12.4969
3.766 -36.3029 -8.30232 32.3387 -12.6768
3.767 -36.5081 -8.23922 32.2124 -12.8548
3.768 -36.7111 -8.17502 32.0833 -13.0308
3.769 -36.9118 -8.10973 31.9514 -13.2048
3.77 -37.1104 -8.04335 31.8166 -13.3768
3.771 -37.3067 -7.97588 31.679 -13.5468
3.772 -37.5008 -7.90733 31.5386 -13.7148
3.773 -37.6926 -7.83771 31.3954 -13.8807
3.774 -37.8821 -7.76701 31.2494 -14.0447
3.775 -38.0694 -7.69524 31.1007 -14.2065
3.776 -38.2544 -7.6224 30.9491 -14.3663
3.777 -38.437 -7.54851 30.7948 -14.5241
3.778 -38.6174 -7.47356 30.6378 -14.6797
3.779 -38.7954 -7.39756 30.4779 -14.8333
3.78 -38.9711 -7.32051 30.3154 -14.9848
3.781 -39.1445 -7.24242 30.1501 -15.1342
3.782 -39.3155 -7.16329 29.9821 -15.2814
3.783 -39.4841 -7.08313 29.8114 -15.4266
3.784 -39.6504 -7.00194 29.638 -15.5696
3.785 -39.8143 -6.91973 29.462 -15.7104
3.786 -39.9758 -6.8365 29.2832 -15.8491
3.787 -40.1348 -6.75226 29.1018 -15.9857
3.788 -40.2915 -6.66701 28.9177 -16.1201
3.789 -40.4457 -6.58075 28.731 -16.2523
3.79 -40.5975 -6.4935 28.5416 -16.3823
3.791 -40.7469 -6.40526 28.3497 -16.5102
3.792 -40.8938 -6.31603 28.1551 -16.6358
3.793 -41.0382 -6.22582 27.9579 -16.7593
3.794 -41.1802 -6.13463 27.7582 -16.8805
3.795 -41.3197 -6.04247 27.5558 -16.9995
3.796 -41.4567 -5.94934 27.3509 -17.1163
3.797 -41.5913 -5.85526 27.1435 -17.2309
3.798 -41.7233 -5.76022 26.9335 -17.3432
3.799 -41.8528 -5.66423 26.721 -17.4533
3.8 -41.9798 -5.5673 26.506 -17.5611
3.801 -42.1042 -5.46944 26.2885 -17.6667
3.802 -42.2262 -5.37064 26.0685 -17.7699
3.803 -42.3455 -5.27092 25.8461 -17.871
3.804 -42.4624 -5.17028 25.6212 -17.9697
3.805 -42.5767 -5.06872 25.3938 -18.0662
3.806 -42.6884 -4.96626 25.164 -18.1603
3.807 -42.7975 -4.8629 24.9318 -18.2522
3.808 -42.9041 -4.75864 24.6972 -18.3418
3.809 -43.0081 -4.6535 24.4602 -18.429
3.81 -43.1095 -4.54748 24.2208 -18.514
3.811 -43.2083 -4.44058 23.9791 -18.5966
3.812 -43.3046 -4.33281 23.735 -18.6769
3.813 -43.3982 -4.22418 23.4886 -18.7549
3.814 -43.4892 -4.11469 23.2398 -18.8305
3.815 -43.5775 -4.00435 22.9888 -18.9038
3.816 -43.6633 -3.89317 22.7355 -18.9748
3.817 -43.7464 -3.78116 22.4799 -19.0434
3.818 -43.8269 -3.66831 22.2221 -19.1097
3.819 -43.9048 -3.55464 21.962 -19.1736
3.82 -43.98 -3.44016 21.6997 -19.2352
3.821 -44.0526 -3.32487 21.4352 -19.2944
3.822 -44.1225 -3.20878 21.1685 -19.3512
3.823 -44.1898 -3.09189 20.8996 -19.4057
3.824 -44.2544 -2.97421 20.6285 -19.4578
3.825 -44.3163 -2.85576 20.3553 -19.5075
3.826 -44.3756 -2.73653 20.08 -19.5549
3.827 -44.4322 -2.61653 19.8026 -19.5999
3.828 -44.4862 -2.49577 19.5231 -19.6424
3.829 -44.5374 -2.37427 19.2415 -19.6826
3.83 -44.586 -2.25202 18.9578 -19.7205
3.831 -44.6319 -2.12903 18.6721 -19.7559
3.832 -44.6751 -2.00531 18.3844 -19.7889
3.833 -44.7157 -1.88087 18.0947 -19.8195
3.834 -44.7535 -1.75571 17.803 -19.8478
3.835 -44.7886 -1.62985 17.5093 -19.8736
3.836 -44.8211 -1.50328 17.2136 -19.8971
3.837 -44.8508 -1.37603 16.916 -19.9181
3.838 -44.8779 -1.24809 16.6165 -19.9368
3.839 -44.9022 -1.11947 16.3151 -19.953
3.84 -44.9239 -0.990184 16.0118 -19.9668
3.841 -44.9428 -0.860237 15.7066 -19.9783
3.842 -44.9591 -0.729636 15.3996 -19.9873
3.843 -44.9726 -0.59839 15.0908 -19.9939
3.844 -44.9834 -0.466506 14.7801 -19.9981
3.845 -44.9915 -0.333992 14.4677 -19.9999
3.846 -44.997 -0.200856 14.1534 -19.9993
3.847 -44.9997 -0.0671071 13.8375 -19.9963
3.848 -44.9997 0.0672481 13.5198 -19.9909
3.849 -44.997 0.202201 13.2003 -19.9831
3.85 -44.9915 0.337743 12.8792 -19.9729
3.851 -44.9834 0.473867 12.5564 -19.9602
3.852 -44.9726 0.610564 12.232 -19.9452
3.853 -44.9591 0.747826 11.9059 -19.9277
3.854 -44.9428 0.885644 11.5782 -19.9079
3.855 -44.9239 1.02401 11.2488 -19.8857
3.856 -44.9022 1.16292 10.9179 -19.861
3.857 -44.8779 1.30236 10.5855 -19.834
3.858 -44.8508 1.44232 10.2515 -19.8045
3.859 -44.8211 1.5828 9.91599 -19.7727
3.86 -44.7886 1.72378 9.57898 -19.7385
3.861 -44.7535 1.86526 9.24049 -19.7018
3.862 -44.7157 2.00723 8.90055 -19.6628
3.863 -44.6751 2.14969 8.55916 -19.6214
3.864 -44.6319 2.29261 8.21636 -19.5777
3.865 -44.586 2.436 7.87215 -19.5315
3.866 -44.5374 2.57984 7.52658 -19.483
3.867 -44.4862 2.72413 7.17965 -19.4321
3.868 -44.4322 2.86886 6.83138 -19.3788
3.869 -44.3756 3.01402 6.4818 -19.3231
3.87 -44.3164 3.15959 6.13093 -19.2651
3.871 -44.2544 3.30558 5.77878 -19.2047
3.872 -44.1898 3.45197 5.42539 -19.142
3.873 -44.1225 3.59876 5.07076 -19.0769
3.874 -44.0526 3.74593 4.71493 -19.0094
3.875 -43.98 3.89347 4.35791 -18.9396
3.876 -43.9048 4.04139 3.99973 -18.8675
3.877 -43.8269 4.18966 3.6404 -18.793
3.878 -43.7464 4.33828 3.27996 -18.7162
3.879 -43.6633 4.48725 2.91841 -18.637
3.88 -43.5776 4.63654 2.55578 -18.5556
3.881 -43.4892 4.78616 2.1921 -18.4718
3.882 -43.3982 4.93609 1.82739 -18.3857
3.883 -43.3046 5.08633 1.46166 -18.2973
3.884 -43.2083 5.23686 1.09494 -18.2065
3.885 -43.1095 5.38768 0.727251 -18.1135
3.886 -43.0081 5.53877 0.358617 -18.0182
3.887 -42.9041 5.69014 -0.0109415 -17.9206
3.888 -42.7975 5.84176 -0.381402 -17.8207
3.889 -42.6884 5.99363 -0.752741 -17.7186
3.89 -42.5767 6.14575 -1.12494 -17.6142
3.891 -42.4624 6.2981 -1.49797 -17.5075
3.892 -42.3455 6.45067 -1.87181 -17.3985
3.893 -42.2262 6.60345 -2.24645 -17.2873
3.894 -42.1042 6.75644 -2.62185 -17.1739
3.895 -41.9798 6.90962 -2.998 -17.0582
3.896 -41.8528 7.06299 -3.37487 -16.9403
3.897 -41.7233 7.21653 -3.75243 -16.8202
3.898 -41.5913 7.37025 -4.13068 -16.6979
3.899 -41.4567 7.52412 -4.50958 -16.5733
3.9 -41.3197 7.67814 -4.88911 -16.4466
3.901 -41.1802 7.8323 -5.26925 -16.3176
3.902 -41.0383 7.98659 -5.64997 -16.1865
3.903 -40.8938 8.141 -6.03126 -16.0532
3.904 -40.7469 8.29552 -6.41308 -15.9177
3.905 -40.5975 8.45015 -6.79543 -15.7801
3.906 -40.4457 8.60487 -7.17826 -15.6403
3.907 -40.2915 8.75967 -7.56157 -15.4983
3.908 -40.1348 8.91455 -7.94533 -15.3543
3.909 -39.9758 9.06949 -8.3295 -15.2081
3.91 -39.8143 9.22449 -8.71409 -15.0597
3.911 -39.6504 9.37953 -9.09904 -14.9093
3.912 -39.4841 9.53462 -9.48436 -14.7568
3.913 -39.3155 9.68973 -9.87 -14.6022
3.914 -39.1445 9.84486 -10.256 -14.4455
3.915 -38.9711 9.99999 -10.6422 -14.2867
3.916 -38.7954 10.1551 -11.0287 -14.1259
3.917 -38.6174 10.3103 -11.4154 -13.963
3.918 -38.437 10.4654 -11.8024 -13.798
3.919 -38.2544 10.6205 -12.1895 -13.6311
3.92 -38.0694 10.7755 -12.5769 -13.4621
3.921 -37.8821 10.9305 -12.9643 -13.2911
3.922 -37.6926 11.0854 -13.3519 -13.1181
3.923 -37.5008 11.2403 -13.7396 -12.9431
3.924 -37.3067 11.3951 -14.1274 -12.7661
3.925 -37.1104 11.5498 -14.5152 -12.5871
3.926 -36.9118 11.7045 -14.903 -12.4062
3.927 -36.7111 11.859 -15.2909 -12.2234
3.928 -36.5081 12.0134 -15.6787 -12.0386
3.929 -36.3029 12.1677 -16.0665 -11.8518
3.93 -36.0956 12.3219 -16.4542 -11.6632
3.931 -35.886 12.4759 -16.8419 -11.4726
3.932 -35.6743 12.6297 -17.2294 -11.2802
3.933 -35.4605 12.7835 -17.6168 -11.0858
3.934 -35.2445 12.937 -18.004 -10.8896
3.935 -35.0264 13.0904 -18.3911 -10.6916
3.936 -34.8062 13.2436 -18.7779 -10.4917
3.937 -34.5839 13.3965 -19.1646 -10.2899
3.938 -34.3596 13.5493 -19.5509 -10.0864
3.939 -34.1331 13.7019 -19.937 -9.88101
3.94 -33.9046 13.8542 -20.3228 -9.67384
3.941 -33.6741 14.0064 -20.7083 -9.46488
3.942 -33.4415 14.1582 -21.0935 -9.25416
3.943 -33.207 14.3099 -21.4782 -9.04167
3.944 -32.9704 14.4612 -21.8626 -8.82743
3.945 -32.7318 14.6123 -22.2466 -8.61146
3.946 -32.4913 14.7631 -22.6301 -8.39377
3.947 -32.2488 14.9137 -23.0132 -8.17437
3.948 -32.0044 15.0639 -23.3958 -7.95327
3.949 -31.758 15.2138 -23.7779 -7.73049
3.95 -31.5098 15.3634 -24.1594 -7.50604
3.951 -31.2596 15.5127 -24.5404 -7.27994
3.952 -31.0076 15.6617 -24.9209 -7.0522
3.953 -30.7537 15.8103 -25.3007 -6.82283
3.954 -30.4979 15.9586 -25.6799 -6.59184
3.955 -30.2404 16.1065 -26.0585 -6.35926
3.956 -29.981 16.2541 -26.4364 -6.12509
3.957 -29.7197 16.4012 -26.8136 -5.88934
3.958 -29.4567 16.548 -27.1901 -5.65204
3.959 -29.192 16.6944 -27.5659 -5.4132
3.96 -28.9255 16.8404 -27.9409 -5.17282
3.961 -28.6572 16.986 -28.3152 -4.93094
3.962 -28.3872 17.1311 -28.6886 -4.68755
3.963 -28.1155 17.2759 -29.0612 -4.44267
3.964 -27.8421 17.4201 -29.433 -4.19633
3.965 -27.567 17.564 -29.8039 -3.94853
3.966 -27.2903 17.7074 -30.1739 -3.69929
3.967 -27.0119 17.8503 -30.543 -3.44862
3.968 -26.7319 17.9928 -30.9112 -3.19654
3.969 -26.4503 18.1347 -31.2784 -2.94307
3.97 -26.1672 18.2762 -31.6446 -2.68821
3.971 -25.8824 18.4172 -32.0098 -2.43199
3.972 -25.5961 18.5577 -32.374 -2.17442
3.973 -25.3082 18.6976 -32.7372 -1.91552
3.974 -25.0188 18.8371 -33.0993 -1.6553
3.975 -24.7279 18.976 -33.4603 -1.39377
3.976 -24.4355 19.1143 -33.8202 -1.13096
3.977 -24.1417 19.2522 -34.1789 -0.866873
3.978 -23.8464 19.3894 -34.5365 -0.601533
3.979 -23.5496 19.5261 -34.893 -0.334953
3.98 -23.2515 19.6622 -35.2482 -0.0671498
3.981 -22.9519 19.7978 -35.6022 0.201861
3.982 -22.651 19.9327 -35.955 0.472063
3.983 -22.3487 20.0671 -36.3065 0.74344
3.984 -22.045 20.2008 -36.6567 1.01598
3.985 -21.7401 20.334 -37.0057 1.28965
3.986 -21.4338 20.4665 -37.3533 1.56446
3.987 -21.1262 20.5984 -37.6995 1.84037
3.988 -20.8174 20.7296 -38.0444 2.11738
3.989 -20.5073 20.8602 -38.3879 2.39546
3.99 -20.196 20.9902 -38.73 2.6746
3.991 -19.8834 21.1195 -39.0707 2.95478
3.992 -19.5697 21.2481 -39.4099 3.23599
3.993 -19.2548 21.376 -39.7476 3.51821
3.994 -18.9387 21.5033 -40.0839 3.80142
3.995 -18.6215 21.6298 -40.4187 4.0856
3.996 -18.3032 21.7557 -40.7519 4.37074
3.997 -17.9837 21.8809 -41.0836 4.65683
3.998 -17.6632 22.0053 -41.4137 4.94383
3.999 -17.3416 22.129 -41.7422 5.23174
4 -17.019 22.252 -42.0691 5.52054
4.001 -16.6954 22.3743 -42.3944 5.81021
4.002 -16.3707 22.4958 -42.718 6.10074
4.003 -16.0451 22.6165 -43.04 6.3921
4.004 -15.7185 22.7365 -43.3602 6.68428
4.005 -15.3909 22.8557 -43.6788 6.97726
4.006 -15.0624 22.9742 -43.9957 7.27103
4.007 -14.7331 23.0919 -44.3108 7.56556
4.008 -14.4028 23.2088 -44.6241 7.86084
4.009 -14.0717 23.3249 -44.9356 8.15685
4.01 -13.7397 23.4402 -45.2454 8.45357
4.011 -13.4069 23.5546 -45.5533 8.75099
4.012 -13.0733 23.6683 -45.8594 9.04908
4.013 -12.7389 23.7811 -46.1636 9.34783
4.014 -12.4037 23.8932 -46.466 9.64723
4.015 -12.0678 24.0043 -46.7665 9.94724
4.016 -11.7311 24.1147 -47.065 10.2479
4.017 -11.3938 24.2242 -47.3617 10.5491
4.018 -11.0558 24.3328 -47.6563 10.8509
4.019 -10.7171 24.4406 -47.9491 11.1532
4.02 -10.3777 24.5475 -48.2398 11.456
4.021 -10.0378 24.6535 -48.5285 11.7594
4.022 -9.69719 24.7586 -48.8152 12.0633
4.023 -9.35604 24.8629 -49.0999 12.3676
4.024 -9.01432 24.9663 -49.3825 12.6724
4.025 -8.67206 25.0687 -49.6631 12.9777
4.026 -8.32928 25.1703 -49.9416 13.2834
4.027 -7.986 25.2709 -50.2179 13.5894
4.028 -7.64224 25.3706 -50.4922 13.8959
4.029 -7.29802 25.4694 -50.7643 14.2027
4.03 -6.95336 25.5673 -51.0343 14.5099
4.031 -6.60828 25.6642 -51.3021 14.8174
4.032 -6.2628 25.7602 -51.5677 15.1252
4.033 -5.91695 25.8553 -51.8311 15.4333
4.034 -5.57074 25.9493 -52.0923 15.7417
4.035 -5.22419 26.0425 -52.3512 16.0504
4.036 -4.87733 26.1346 -52.608 16.3592
4.037 -4.53018 26.2258 -52.8624 16.6683
4.038 -4.18276 26.316 -53.1146 16.9776
4.039 -3.83508 26.4053 -53.3645 17.2871
4.04 -3.48717 26.4935 -53.612 17.5968
4.041 -3.13905 26.5807 -53.8573 17.9066
4.042 -2.79075 26.667 -54.1002 18.2165
4.043 -2.44227 26.7523 -54.3408 18.5265
4.044 -2.09365 26.8365 -54.5789 18.8366
4.045 -1.7449 26.9197 -54.8148 19.1468
4.046 -1.39605 27.0019 -55.0482 19.457
4.047 -1.04712 27.0831 -55.2792 19.7673
4.048 -0.698117 27.1633 -55.5078 20.0776
4.049 -0.349075 27.2424 -55.7339 20.3878
4.05 -1.28649e-05 27.3205 -55.9576 20.6981
4.051 0.349049 27.3976 -56.1788 21.0083
4.052 0.698091 27.4736 -56.3976 21.3184
4.053 1.04709 27.5485 -56.6138 21.6285
4.054 1.39603 27.6224 -56.8276 21.9385
4.055 1.74488 27.6952 -57.0388 22.2483
4.056 2.09363 27.767 -57.2475 22.5581
4.057 2.44225 27.8377 -57.4537 22.8676
4.058 2.79072 27.9073 -57.6573 23.177
4.059 3.13903 27.9759 -57.8584 23.4862
4.06 3.48715 28.0433 -58.0568 23.7952
4.061 3.83505 28.1097 -58.2527 24.104
4.062 4.18273 28.175 -58.446 24.4125
4.063 4.53016 28.2392 -58.6366 24.7207
4.064 4.87731 28.3023 -58.8247 25.0287
4.065 5.22417 28.3643 -59.0101 25.3364
4.066 5.57071 28.4252 -59.1928 25.6437
4.067 5.91692 28.485 -59.3729 25.9507
4.068 6.26278 28.5437 -59.5503 26.2574
4.069 6.60825 28.6012 -59.7251 26.5636
4.07 6.95333 28.6577 -59.8971 26.8695
4.071 7.29799 28.713 -60.0665 27.175
4.072 7.64222 28.7672 -60.2331 27.48
4.073 7.98598 28.8202 -60.397 27.7846
4.074 8.32926 28.8722 -60.5582 28.0887
4.075 8.67204 28.923 -60.7166 28.3923
4.076 9.0143 28.9726 -60.8723 28.6954
4.077 9.35601 29.0211 -61.0252 28.998
4.078 9.69717 29.0685 -61.1754 29.3001
4.079 10.0377 29.1147 -61.3228 29.6016
4.08 10.3777 29.1598 -61.4674 29.9025
4.081 10.717 29.2037 -61.6092 30.2028
4.082 11.0557 29.2465 -61.7482 30.5025
4.083 11.3938 29.2881 -61.8843 30.8016
4.084 11.7311 29.3285 -62.0177 31.1
4.085 12.0678 29.3678 -62.1482 31.3978
4.086 12.4037 29.4059 -62.2759 31.6949
4.087 12.7388 29.4429 -62.4008 31.9912
4.088 13.0732 29.4786 -62.5228 32.2869
4.089 13.4069 29.5132 -62.6419 32.5818
4.09 13.7397 29.5467 -62.7582 32.8759
4.091 14.0716 29.5789 -62.8716 33.1693
4.092 14.4028 29.61 -62.9821 33.4619
4.093 14.733 29.6399 -63.0897 33.7537
4.094 15.0624 29.6686 -63.1945 34.0446
4.095 15.3909 29.6962 -63.2963 34.3347
4.096 15.7184 29.7225 -63.3952 34.6239
4.097 16.045 29.7477 -63.4912 34.9123
4.098 16.3707 29.7716 -63.5843 35.1998
4.099 16.6953 29.7944 -63.6745 35.4863
4.1 17.019 29.816 -63.7618 35.7719
4.101 17.3416 29.8364 -63.8461 36.0566
4.102 17.6632 29.8556 -63.9274 36.3403
4.103 17.9837 29.8736 -64.0059 36.623
4.104 18.3031 29.8904 -64.0814 36.9047
4.105 18.6215 29.9061 -64.1539 37.1854
4.106 18.9387 29.9205 -64.2235 37.4651
4.107 19.2548 29.9337 -64.2901 37.7437
4.108 19.5697 29.9457 -64.3537 38.0212
4.109 19.8834 29.9565 -64.4144 38.2977
4.11 20.196 29.9662 -64.4721 38.5731
4.111 20.5073 29.9746 -64.5268 38.8473
4.112 20.8174 29.9818 -64.5785 39.1204
4.113 21.1262 29.9878 -64.6273 39.3924
4.114 21.4338 29.9926 -64.6731 39.6632
4.115 21.7401 29.9962 -64.7159 39.9328
4.116 22.045 29.9986 -64.7557 40.2012
4.117 22.3487 29.9998 -64.7925 40.4684
4.118 22.651 29.9998 -64.8263 40.7343
4.119 22.9519 29.9986 -64.8571 40.9991
4.12 23.2515 29.9962 -64.8849 41.2625
4.121 23.5496 29.9926 -64.9097 41.5247
4.122 23.8464 29.9878 -64.9315 41.7856
4.123 24.1417 29.9818 -64.9503 42.0451
4.124 24.4355 29.9746 -64.9661 42.3034
4.125 24.7279 29.9662 -64.9788 42.5603
4.126 25.0188 29.9565 -64.9886 42.8158
4.127 25.3082 29.9457 -64.9954 43.07
4.128 25.596 29.9337 -64.9992 43.3227
4.129 25.8824 29.9205 -64.9999 43.5741
4.13 26.1671 29.9061 -64.9976 43.8241
4.131 26.4503 29.8904 -64.9924 44.0726
4.132 26.7319 29.8736 -64.9841 44.3197
4.133 27.0119 29.8556 -64.9728 44.5653
4.134 27.2903 29.8364 -64.9585 44.8094
4.135 27.567 29.816 -64.9413 45.0521
4.136 27.8421 29.7944 -64.921 45.2932
4.137 28.1155 29.7716 -64.8977 45.5328
4.138 28.3872 29.7477 -64.8713 45.7709
4.139 28.6572 29.7225 -64.842 46.0074
4.14 28.9254 29.6962 -64.8097 46.2424
4.141 29.192 29.6686 -64.7744 46.4757
4.142 29.4567 29.6399 -64.7361 46.7075
4.143 29.7197 29.61 -64.6948 46.9377
4.144 29.9809 29.5789 -64.6506 47.1663
4.145 30.2403 29.5467 -64.6033 47.3932
4.146 30.4979 29.5132 -64.5531 47.6185
4.147 30.7537 29.4786 -64.4998 47.8421
4.148 31.0076 29.4429 -64.4436 48.064
4.149 31.2596 29.4059 -64.3844 48.2843
4.15 31.5098 29.3678 -64.3223 48.5028
4.151 31.758 29.3285 -64.2571 48.7196
4.152 32.0044 29.2881 -64.189 48.9348
4.153 32.2488 29.2465 -64.118 49.1481
4.154 32.4913 29.2037 -64.044 49.3597
4.155 32.7318 29.1598 -63.967 49.5696
4.156 32.9704 29.1147 -63.8871 49.7776
4.157 33.2069 29.0685 -63.8043 49.9839
4.158 33.4415 29.0211 -63.7185 50.1884
4.159 33.6741 28.9726 -63.6298 50.391
4.16 33.9046 28.923 -63.5382 50.5919
4.161 34.1331 28.8722 -63.4436 50.7908
4.162 34.3595 28.8202 -63.3461 50.988
4.163 34.5839 28.7672 -63.2457 51.1832
4.164 34.8062 28.713 -63.1425 51.3766
4.165 35.0264 28.6577 -63.0363 51.5681
4.166 35.2445 28.6012 -62.9272 51.7577
4.167 35.4605 28.5437 -62.8152 51.9454
4.168 35.6743 28.485 -62.7004 52.1312
4.169 35.886 28.4252 -62.5827 52.315
4.17 36.0955 28.3643 -62.4621 52.4969
4.171 36.3029 28.3023 -62.3387 52.6768
4.172 36.5081 28.2392 -62.2124 52.8548
4.173 36.711 28.175 -62.0833 53.0308
4.174 36.9118 28.1097 -61.9514 53.2048
4.175 37.1104 28.0434 -61.8166 53.3768
4.176 37.3067 27.9759 -61.679 53.5468
4.177 37.5008 27.9073 -61.5386 53.7148
4.178 37.6926 27.8377 -61.3954 53.8807
4.179 37.8821 27.767 -61.2494 54.0447
4.18 38.0694 27.6952 -61.1007 54.2065
4.181 38.2544 27.6224 -60.9491 54.3663
4.182 38.437 27.5485 -60.7948 54.5241
4.183 38.6174 27.4736 -60.6378 54.6797
4.184 38.7954 27.3976 -60.4779 54.8333
4.185 38.9711 27.3205 -60.3154 54.9848
4.186 39.1445 27.2424 -60.1501 55.1342
4.187 39.3155 27.1633 -59.9821 55.2814
4.188 39.4841 27.0831 -59.8114 55.4266
4.189 39.6504 27.0019 -59.638 55.5696
4.19 39.8143 26.9197 -59.462 55.7104
4.191 39.9758 26.8365 -59.2832 55.8491
4.192 40.1348 26.7523 -59.1018 55.9857
4.193 40.2915 26.667 -58.9177 56.1201
4.194 40.4457 26.5808 -58.731 56.2523
4.195 40.5975 26.4935 -58.5416 56.3823
4.196 40.7469 26.4053 -58.3497 56.5102
4.197 40.8938 26.316 -58.1551 56.6358
4.198 41.0382 26.2258 -57.9579 56.7593
4.199 41.1802 26.1346 -57.7582 56.8805
4.2 41.3197 26.0425 -57.5558 56.9995
4.201 41.4567 25.9493 -57.351 57.1163
4.202 41.5913 25.8553 -57.1435 57.2309
4.203 41.7233 25.7602 -56.9335 57.3432
4.204 41.8528 25.6642 -56.721 57.4533
4.205 41.9798 25.5673 -56.506 57.5611
4.206 42.1042 25.4694 -56.2885 57.6667
4.207 42.2262 25.3706 -56.0685 57.7699
4.208 42.3455 25.2709 -55.8461 57.871
4.209 42.4624 25.1703 -55.6212 57.9697
4.21 42.5767 25.0687 -55.3938 58.0662
4.211 42.6884 24.9663 -55.164 58.1603
4.212 42.7975 24.8629 -54.9318 58.2522
4.213 42.9041 24.7586 -54.6972 58.3418
4.214 43.0081 24.6535 -54.4602 58.429
4.215 43.1095 24.5475 -54.2208 58.514
4.216 43.2083 24.4406 -53.9791 58.5966
4.217 43.3046 24.3328 -53.735 58.6769
4.218 43.3982 24.2242 -53.4886 58.7549
4.219 43.4892 24.1147 -53.2398 58.8305
4.22 43.5775 24.0044 -52.9888 58.9038
4.221 43.6633 23.8932 -52.7355 58.9748
4.222 43.7464 23.7812 -52.4799 59.0434
4.223 43.8269 23.6683 -52.2221 59.1097
4.224 43.9048 23.5546 -51.962 59.1736
4.225 43.98 23.4402 -51.6997 59.2352
4.226 44.0526 23.3249 -51.4352 59.2944
4.227 44.1225 23.2088 -51.1685 59.3512
4.228 44.1898 23.0919 -50.8996 59.4057
4.229 44.2544 22.9742 -50.6285 59.4578
4.23 44.3163 22.8558 -50.3553 59.5075
4.231 44.3756 22.7365 -50.08 59.5549
4.232 44.4322 22.6165 -49.8026 59.5999
4.233 44.4862 22.4958 -49.5231 59.6424
4.234 44.5374 22.3743 -49.2415 59.6826
4.235 44.586 22.252 -48.9578 59.7205
4.236 44.6319 22.129 -48.6721 59.7559
4.237 44.6751 22.0053 -48.3844 59.7889
4.238 44.7157 21.8809 -48.0947 59.8195
4.239 44.7535 21.7557 -47.803 59.8478
4.24 44.7886 21.6298 -47.5093 59.8736
4.241 44.8211 21.5033 -47.2136 59.8971
4.242 44.8508 21.376 -46.916 59.9181
4.243 44.8779 21.2481 -46.6165 59.9368
